store_id,region,test_group,category_id,category_name,week_start_date,period,revenue,units_sold
T1000,South,Control,CAT02,Apparel & Accessories,2026-05-18,Post,16722.19,474
T1000,South,Control,CAT02,Apparel & Accessories,2026-05-25,Post,17420.95,800
T1000,South,Control,CAT02,Apparel & Accessories,2026-06-01,Post,15023.98,513
T1000,South,Control,CAT02,Apparel & Accessories,2026-06-08,Post,19272.72,690
T1000,South,Control,CAT02,Apparel & Accessories,2026-06-15,Post,18300.45,681
T1000,South,Control,CAT02,Apparel & Accessories,2026-06-22,Post,17245.82,472
T1000,South,Control,CAT02,Apparel & Accessories,2026-06-29,Post,16976.4,389
T1000,South,Control,CAT03,Home,2026-01-05,Pre,20102.64,648
T1000,South,Control,CAT03,Home,2026-01-12,Pre,20990.4,646
T1000,South,Control,CAT03,Home,2026-01-19,Pre,21846.12,613
T1000,South,Control,CAT03,Home,2026-01-26,Pre,20679.55,638
T1000,South,Control,CAT03,Home,2026-02-02,Pre,19715.32,764
T1000,South,Control,CAT03,Home,2026-02-09,Pre,21065.88,897
T1000,South,Control,CAT03,Home,2026-02-16,Pre,20861.58,505
T1000,South,Control,CAT03,Home,2026-02-23,Pre,19953.53,576
T1000,South,Control,CAT03,Home,2026-03-02,Pre,20980.63,558
T1000,South,Control,CAT03,Home,2026-03-09,Pre,21033.81,486
T1000,South,Control,CAT03,Home,2026-03-16,Pre,19993.32,455
T1000,South,Control,CAT03,Home,2026-03-23,Pre,19433.15,571
T1000,South,Control,CAT03,Home,2026-03-30,Pre,21145.33,535
T1000,South,Control,CAT03,Home,2026-04-06,Post,18877.38,759
T1000,South,Control,CAT03,Home,2026-04-13,Post,18659.55,907
T1000,South,Control,CAT03,Home,2026-04-20,Post,20920.92,629
T1000,South,Control,CAT03,Home,2026-04-27,Post,21426.76,700
T1000,South,Control,CAT03,Home,2026-05-04,Post,21067.78,545
T1000,South,Control,CAT03,Home,2026-05-11,Post,21305.42,680
T1000,South,Control,CAT03,Home,2026-05-18,Post,17781.21,412
T1000,South,Control,CAT03,Home,2026-05-25,Post,21722.9,1026
T1000,South,Control,CAT03,Home,2026-06-01,Post,23100.48,645
T1000,South,Control,CAT03,Home,2026-06-08,Post,22259.92,572
T1000,South,Control,CAT03,Home,2026-06-15,Post,22293.3,825
T1000,South,Control,CAT03,Home,2026-06-22,Post,21514.18,557
T1000,South,Control,CAT03,Home,2026-06-29,Post,21648.42,777
T1000,South,Control,CAT04,Electronics,2026-01-05,Pre,13033.23,585
T1000,South,Control,CAT04,Electronics,2026-01-12,Pre,13576.75,313
T1000,South,Control,CAT04,Electronics,2026-01-19,Pre,12290.97,433
T1000,South,Control,CAT04,Electronics,2026-01-26,Pre,14709.32,446
T1000,South,Control,CAT04,Electronics,2026-02-02,Pre,12609.82,322
T1000,South,Control,CAT04,Electronics,2026-02-09,Pre,14226.57,505
T1000,South,Control,CAT04,Electronics,2026-02-16,Pre,14739.79,394
T1000,South,Control,CAT04,Electronics,2026-02-23,Pre,14335.72,676
T1000,South,Control,CAT04,Electronics,2026-03-02,Pre,15805.04,448
T1000,South,Control,CAT04,Electronics,2026-03-09,Pre,11729.89,346
T1000,South,Control,CAT04,Electronics,2026-03-16,Pre,13257.19,723
T1000,South,Control,CAT04,Electronics,2026-03-23,Pre,15008.99,372
T1000,South,Control,CAT04,Electronics,2026-03-30,Pre,12592.14,414
T1000,South,Control,CAT04,Electronics,2026-04-06,Post,13083.89,500
T1000,South,Control,CAT04,Electronics,2026-04-13,Post,14416.98,368
T1000,South,Control,CAT04,Electronics,2026-04-20,Post,12578.89,280
T1000,South,Control,CAT04,Electronics,2026-04-27,Post,14065.37,548
T1000,South,Control,CAT04,Electronics,2026-05-04,Post,14517.01,695
T1000,South,Control,CAT04,Electronics,2026-05-11,Post,14254.02,697
T1000,South,Control,CAT04,Electronics,2026-05-18,Post,14397.44,766
T1000,South,Control,CAT04,Electronics,2026-05-25,Post,13521.2,618
T1000,South,Control,CAT04,Electronics,2026-06-01,Post,14472.08,619
T1000,South,Control,CAT04,Electronics,2026-06-08,Post,13933.21,390
T1000,South,Control,CAT04,Electronics,2026-06-15,Post,14113.19,777
T1000,South,Control,CAT04,Electronics,2026-06-22,Post,15271.57,444
T1000,South,Control,CAT04,Electronics,2026-06-29,Post,13171.49,538
T1000,South,Control,CAT05,Beauty & Personal Care,2026-01-05,Pre,8814.39,450
T1000,South,Control,CAT05,Beauty & Personal Care,2026-01-12,Pre,11132.42,258
T1000,South,Control,CAT05,Beauty & Personal Care,2026-01-19,Pre,10766.7,292
T1000,South,Control,CAT05,Beauty & Personal Care,2026-01-26,Pre,11652.69,610
T1000,South,Control,CAT05,Beauty & Personal Care,2026-02-02,Pre,10127.41,473
T1000,South,Control,CAT05,Beauty & Personal Care,2026-02-09,Pre,10672.31,279
T1000,South,Control,CAT05,Beauty & Personal Care,2026-02-16,Pre,10857.8,264
T1000,South,Control,CAT05,Beauty & Personal Care,2026-02-23,Pre,10379.74,274
T1000,South,Control,CAT05,Beauty & Personal Care,2026-03-02,Pre,10196.58,402
T1000,South,Control,CAT05,Beauty & Personal Care,2026-03-09,Pre,11528.62,259
T1000,South,Control,CAT05,Beauty & Personal Care,2026-03-16,Pre,9896.7,508
T1000,South,Control,CAT05,Beauty & Personal Care,2026-03-23,Pre,10197.8,532
T1000,South,Control,CAT05,Beauty & Personal Care,2026-03-30,Pre,10939.77,294
T1000,South,Control,CAT05,Beauty & Personal Care,2026-04-06,Post,11803.42,576
T1000,South,Control,CAT05,Beauty & Personal Care,2026-04-13,Post,10709.57,240
T1000,South,Control,CAT05,Beauty & Personal Care,2026-04-20,Post,10656.03,272
T1000,South,Control,CAT05,Beauty & Personal Care,2026-04-27,Post,11061.15,330
T1000,South,Control,CAT05,Beauty & Personal Care,2026-05-04,Post,11536.85,264
T1000,South,Control,CAT05,Beauty & Personal Care,2026-05-11,Post,11022.93,328
T1000,South,Control,CAT05,Beauty & Personal Care,2026-05-18,Post,12182.94,342
T1000,South,Control,CAT05,Beauty & Personal Care,2026-05-25,Post,12265.96,557
T1000,South,Control,CAT05,Beauty & Personal Care,2026-06-01,Post,11315.52,391
T1000,South,Control,CAT05,Beauty & Personal Care,2026-06-08,Post,13027.94,613
T1000,South,Control,CAT05,Beauty & Personal Care,2026-06-15,Post,11560.51,453
T1000,South,Control,CAT05,Beauty & Personal Care,2026-06-22,Post,12416.68,420
T1000,South,Control,CAT05,Beauty & Personal Care,2026-06-29,Post,11859.11,337
T1000,South,Control,CAT06,Toys,2026-01-05,Pre,8075.16,278
T1000,South,Control,CAT06,Toys,2026-01-12,Pre,7050.42,208
T1000,South,Control,CAT06,Toys,2026-01-19,Pre,7341.77,386
T1000,South,Control,CAT06,Toys,2026-01-26,Pre,7832.24,254
T1000,South,Control,CAT06,Toys,2026-02-02,Pre,8649.48,258
T1000,South,Control,CAT06,Toys,2026-02-09,Pre,8255.73,223
T1000,South,Control,CAT06,Toys,2026-02-16,Pre,7930.11,222
T1000,South,Control,CAT06,Toys,2026-02-23,Pre,8474.84,215
T1000,South,Control,CAT06,Toys,2026-03-02,Pre,8761.64,295
T1000,South,Control,CAT06,Toys,2026-03-09,Pre,8189.62,295
T1000,South,Control,CAT06,Toys,2026-03-16,Pre,8345.92,220
T1000,South,Control,CAT06,Toys,2026-03-23,Pre,8302.05,193
T1000,South,Control,CAT06,Toys,2026-03-30,Pre,8247.9,257
T1000,South,Control,CAT06,Toys,2026-04-06,Post,7858.86,296
T1000,South,Control,CAT06,Toys,2026-04-13,Post,7846.66,250
T1000,South,Control,CAT06,Toys,2026-04-20,Post,8734.73,437
T1000,South,Control,CAT06,Toys,2026-04-27,Post,9045.93,463
T1000,South,Control,CAT06,Toys,2026-05-04,Post,8269.75,306
T1000,South,Control,CAT06,Toys,2026-05-11,Post,8287.43,313
T1000,South,Control,CAT06,Toys,2026-05-18,Post,7412.1,402
T1000,South,Control,CAT06,Toys,2026-05-25,Post,7344.44,178
T1000,South,Control,CAT06,Toys,2026-06-01,Post,9382.99,423
T1000,South,Control,CAT06,Toys,2026-06-08,Post,8163.9,384
T1000,South,Control,CAT06,Toys,2026-06-15,Post,6837.92,155
T1000,South,Control,CAT06,Toys,2026-06-22,Post,10127.35,260
T1000,South,Control,CAT06,Toys,2026-06-29,Post,8351.24,228
T1000,South,Control,CAT07,Hardlines,2026-01-05,Pre,10948.25,384
T1000,South,Control,CAT07,Hardlines,2026-01-12,Pre,12426.38,679
T1000,South,Control,CAT07,Hardlines,2026-01-19,Pre,13075.45,406
T1000,South,Control,CAT07,Hardlines,2026-01-26,Pre,13020.7,579
T1000,South,Control,CAT07,Hardlines,2026-02-02,Pre,13272.77,296
T1000,South,Control,CAT07,Hardlines,2026-02-09,Pre,11685.7,287
T1000,South,Control,CAT07,Hardlines,2026-02-16,Pre,13763.15,630
T1000,South,Control,CAT07,Hardlines,2026-02-23,Pre,13877.09,485
T1000,South,Control,CAT07,Hardlines,2026-03-02,Pre,13976.57,364
T1000,South,Control,CAT07,Hardlines,2026-03-09,Pre,12963.94,422
T1000,South,Control,CAT07,Hardlines,2026-03-16,Pre,12459.22,544
T1000,South,Control,CAT07,Hardlines,2026-03-23,Pre,12429.17,647
T1000,South,Control,CAT07,Hardlines,2026-03-30,Pre,11469.43,443
T1000,South,Control,CAT07,Hardlines,2026-04-06,Post,12442.77,367
T1000,South,Control,CAT07,Hardlines,2026-04-13,Post,10804.23,532
T1000,South,Control,CAT07,Hardlines,2026-04-20,Post,11490.67,281
T1000,South,Control,CAT07,Hardlines,2026-04-27,Post,13304.65,374
T1000,South,Control,CAT07,Hardlines,2026-05-04,Post,12894.26,334
T1000,South,Control,CAT07,Hardlines,2026-05-11,Post,13363.84,479
T1000,South,Control,CAT07,Hardlines,2026-05-18,Post,13879.8,511
T1000,South,Control,CAT07,Hardlines,2026-05-25,Post,13632.37,439
T1000,South,Control,CAT07,Hardlines,2026-06-01,Post,13600.2,331
T1000,South,Control,CAT07,Hardlines,2026-06-08,Post,13291.38,312
T1000,South,Control,CAT07,Hardlines,2026-06-15,Post,12714.1,310
T1000,South,Control,CAT07,Hardlines,2026-06-22,Post,12297.72,390
T1000,South,Control,CAT07,Hardlines,2026-06-29,Post,13034.16,625
T1000,South,Control,CAT08,Softlines,2026-01-05,Pre,9609.65,224
T1000,South,Control,CAT08,Softlines,2026-01-12,Pre,9730.77,426
T1000,South,Control,CAT08,Softlines,2026-01-19,Pre,10348.1,446
T1000,South,Control,CAT08,Softlines,2026-01-26,Pre,9664.1,224
T1000,South,Control,CAT08,Softlines,2026-02-02,Pre,10188.63,387
T1000,South,Control,CAT08,Softlines,2026-02-09,Pre,8852.04,486
T1000,South,Control,CAT08,Softlines,2026-02-16,Pre,10070.6,272
T1000,South,Control,CAT08,Softlines,2026-02-23,Pre,10059.77,226
T1000,South,Control,CAT08,Softlines,2026-03-02,Pre,10898.67,352
T1000,South,Control,CAT08,Softlines,2026-03-09,Pre,9828.25,231
T1000,South,Control,CAT08,Softlines,2026-03-16,Pre,8349.41,189
T1000,South,Control,CAT08,Softlines,2026-03-23,Pre,9875.02,238
T1000,South,Control,CAT08,Softlines,2026-03-30,Pre,10627.12,281
T1000,South,Control,CAT08,Softlines,2026-04-06,Post,9322.84,283
T1000,South,Control,CAT08,Softlines,2026-04-13,Post,10366.33,234
T1000,South,Control,CAT08,Softlines,2026-04-20,Post,9360.95,363
T1000,South,Control,CAT08,Softlines,2026-04-27,Post,11585.54,302
T1000,South,Control,CAT08,Softlines,2026-05-04,Post,10008.08,468
T1000,South,Control,CAT08,Softlines,2026-05-11,Post,9424.39,241
T1000,South,Control,CAT08,Softlines,2026-05-18,Post,10012.72,224
T1000,South,Control,CAT08,Softlines,2026-05-25,Post,10606.46,238
T1000,South,Control,CAT08,Softlines,2026-06-01,Post,10846.35,275
T1000,South,Control,CAT08,Softlines,2026-06-08,Post,11444.66,346
T1000,South,Control,CAT08,Softlines,2026-06-15,Post,10075.96,234
T1000,South,Control,CAT08,Softlines,2026-06-22,Post,11149.81,586
T1000,South,Control,CAT08,Softlines,2026-06-29,Post,9369.73,485
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-01-05,Pre,46548.04,1249
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-01-12,Pre,47413.46,1146
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-01-19,Pre,42015.73,1060
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-01-26,Pre,47127.27,1936
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-02-02,Pre,51252.83,1244
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-02-09,Pre,46814.7,1467
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-02-16,Pre,44858.84,2386
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-02-23,Pre,45318.17,1074
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-03-02,Pre,51767.07,2120
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-03-09,Pre,39429.65,1439
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-03-16,Pre,56124.53,2152
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-03-23,Pre,41326.92,1439
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-03-30,Pre,47030.4,1121
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-04-06,Post,44420.49,2189
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-04-13,Post,50133.8,1341
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-04-20,Post,50917.28,1132
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-04-27,Post,49311.16,1699
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-05-04,Post,48421.67,1444
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-05-11,Post,43143.77,1508
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-05-18,Post,47927.39,1525
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-05-25,Post,48854.36,1753
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-06-01,Post,45805.21,1953
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-06-08,Post,50937.66,1684
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-06-15,Post,50627.85,1856
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-06-22,Post,49052.47,1117
T1001,Midwest,Control,CAT01,Grocery & Essentials,2026-06-29,Post,50311.3,1543
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-01-05,Pre,19155.62,453
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-01-12,Pre,17351.81,647
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-01-19,Pre,20450.51,633
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-01-26,Pre,16295.68,479
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-02-02,Pre,20320.12,779
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-02-09,Pre,18173.19,680
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-02-16,Pre,20588.42,494
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-02-23,Pre,20719.33,624
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-03-02,Pre,20803.64,531
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-03-09,Pre,21494.96,696
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-03-16,Pre,22199.39,613
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-03-23,Pre,19864.98,863
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-03-30,Pre,21706.54,1046
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-04-06,Post,19983.34,456
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-04-13,Post,21180.63,713
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-04-20,Post,22189.91,505
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-04-27,Post,19673.57,1029
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-05-04,Post,17555.99,888
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-05-11,Post,19691.22,616
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-05-18,Post,22762.72,1174
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-05-25,Post,19666.57,692
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-06-01,Post,22836.96,619
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-06-08,Post,19991.97,764
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-06-15,Post,21099.17,721
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-06-22,Post,21489.47,1022
T1001,Midwest,Control,CAT02,Apparel & Accessories,2026-06-29,Post,20024.32,1110
T1001,Midwest,Control,CAT03,Home,2026-01-05,Pre,23633.48,757
T1001,Midwest,Control,CAT03,Home,2026-01-12,Pre,21447.45,723
T1001,Midwest,Control,CAT03,Home,2026-01-19,Pre,23585.15,579
T1001,Midwest,Control,CAT03,Home,2026-01-26,Pre,24111.67,902
T1001,Midwest,Control,CAT03,Home,2026-02-02,Pre,20480.17,661
T1001,Midwest,Control,CAT03,Home,2026-02-09,Pre,22886.38,947
T1001,Midwest,Control,CAT03,Home,2026-02-16,Pre,25048.83,580
T1001,Midwest,Control,CAT03,Home,2026-02-23,Pre,22690.84,745
T1001,Midwest,Control,CAT03,Home,2026-03-02,Pre,25530.83,1157
T1001,Midwest,Control,CAT03,Home,2026-03-09,Pre,25805.35,1187
T1001,Midwest,Control,CAT03,Home,2026-03-16,Pre,25432.46,1393
T1001,Midwest,Control,CAT03,Home,2026-03-23,Pre,26406.11,1401
T1001,Midwest,Control,CAT03,Home,2026-03-30,Pre,22288.14,641
T1001,Midwest,Control,CAT03,Home,2026-04-06,Post,27004.09,809
T1001,Midwest,Control,CAT03,Home,2026-04-13,Post,23520.83,574
T1001,Midwest,Control,CAT03,Home,2026-04-20,Post,25602.75,623
T1001,Midwest,Control,CAT03,Home,2026-04-27,Post,28733.96,1283
T1001,Midwest,Control,CAT03,Home,2026-05-04,Post,24951.79,607
T1001,Midwest,Control,CAT03,Home,2026-05-11,Post,25734.95,601
T1001,Midwest,Control,CAT03,Home,2026-05-18,Post,23976.34,699
T1001,Midwest,Control,CAT03,Home,2026-05-25,Post,29143.52,1049
T1001,Midwest,Control,CAT03,Home,2026-06-01,Post,24326.09,914
T1001,Midwest,Control,CAT03,Home,2026-06-08,Post,27266.64,796
T1001,Midwest,Control,CAT03,Home,2026-06-15,Post,28485.45,976
T1001,Midwest,Control,CAT03,Home,2026-06-22,Post,27651.88,1375
T1001,Midwest,Control,CAT03,Home,2026-06-29,Post,27015.42,987
T1001,Midwest,Control,CAT04,Electronics,2026-01-05,Pre,16450.68,732
T1001,Midwest,Control,CAT04,Electronics,2026-01-12,Pre,14949.28,402
T1001,Midwest,Control,CAT04,Electronics,2026-01-19,Pre,18481.05,695
T1001,Midwest,Control,CAT04,Electronics,2026-01-26,Pre,16846.89,495
T1001,Midwest,Control,CAT04,Electronics,2026-02-02,Pre,16630.64,760
T1001,Midwest,Control,CAT04,Electronics,2026-02-09,Pre,15405.15,679
T1001,Midwest,Control,CAT04,Electronics,2026-02-16,Pre,16818.25,375
T1001,Midwest,Control,CAT04,Electronics,2026-02-23,Pre,16752.63,908
T1001,Midwest,Control,CAT04,Electronics,2026-03-02,Pre,19002.09,562
T1001,Midwest,Control,CAT04,Electronics,2026-03-09,Pre,16957.3,401
T1001,Midwest,Control,CAT04,Electronics,2026-03-16,Pre,17061.78,525
T1001,Midwest,Control,CAT04,Electronics,2026-03-23,Pre,15780.82,621
T1001,Midwest,Control,CAT04,Electronics,2026-03-30,Pre,16244.81,477
T1001,Midwest,Control,CAT04,Electronics,2026-04-06,Post,17821.11,496
T1001,Midwest,Control,CAT04,Electronics,2026-04-13,Post,15110.77,817
T1001,Midwest,Control,CAT04,Electronics,2026-04-20,Post,18544.56,764
T1001,Midwest,Control,CAT04,Electronics,2026-04-27,Post,18651.25,750
T1001,Midwest,Control,CAT04,Electronics,2026-05-04,Post,16433.85,498
T1001,Midwest,Control,CAT04,Electronics,2026-05-11,Post,17955.42,494
T1001,Midwest,Control,CAT04,Electronics,2026-05-18,Post,19183.72,575
T1001,Midwest,Control,CAT04,Electronics,2026-05-25,Post,17499.85,392
T1001,Midwest,Control,CAT04,Electronics,2026-06-01,Post,17332.74,543
T1001,Midwest,Control,CAT04,Electronics,2026-06-08,Post,17542.47,444
T1001,Midwest,Control,CAT04,Electronics,2026-06-15,Post,18175.75,626
T1001,Midwest,Control,CAT04,Electronics,2026-06-22,Post,17136.95,407
T1001,Midwest,Control,CAT04,Electronics,2026-06-29,Post,17484.2,479
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-01-05,Pre,13334.18,303
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-01-12,Pre,12693.77,542
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-01-19,Pre,12115.79,394
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-01-26,Pre,11515.28,276
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-02-02,Pre,13322.07,416
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-02-09,Pre,14479.92,383
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-02-16,Pre,13769.3,412
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-02-23,Pre,12388.48,292
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-03-02,Pre,12791.02,323
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-03-09,Pre,13245.4,563
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-03-16,Pre,15357.45,824
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-03-23,Pre,15481.22,549
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-03-30,Pre,15395.25,366
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-04-06,Post,13890.6,521
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-04-13,Post,16891.14,501
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-04-20,Post,13182.36,384
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-04-27,Post,13568.73,443
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-05-04,Post,14862.42,527
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-05-11,Post,14299.51,663
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-05-18,Post,14410.03,394
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-05-25,Post,12214.73,278
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-06-01,Post,13208.05,638
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-06-08,Post,14177.14,339
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-06-15,Post,13594.08,579
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-06-22,Post,12992.74,404
T1001,Midwest,Control,CAT05,Beauty & Personal Care,2026-06-29,Post,13803.11,552
T1001,Midwest,Control,CAT06,Toys,2026-01-05,Pre,10004.52,322
T1001,Midwest,Control,CAT06,Toys,2026-01-12,Pre,10351.72,290
T1001,Midwest,Control,CAT06,Toys,2026-01-19,Pre,8581.48,408
T1001,Midwest,Control,CAT06,Toys,2026-01-26,Pre,9922.16,382
T1001,Midwest,Control,CAT06,Toys,2026-02-02,Pre,9897.8,237
T1001,Midwest,Control,CAT06,Toys,2026-02-09,Pre,10167.26,228
T1001,Midwest,Control,CAT06,Toys,2026-02-16,Pre,9266.93,211
T1001,Midwest,Control,CAT06,Toys,2026-02-23,Pre,9315.69,428
T1001,Midwest,Control,CAT06,Toys,2026-03-02,Pre,11009.51,334
T1001,Midwest,Control,CAT06,Toys,2026-03-09,Pre,8385.93,205
